[2022-04-12 08:38:51,989] INFO Terminating process due to signal SIGINT (org.apache.kafka.common.utils.LoggingSignalHandler)
	offsets.commit.required.acks = -1
	offsets.commit.timeout.ms = 5000
	offsets.load.buffer.size = 5242880
	offsets.retention.check.interval.ms = 600000
	offsets.retention.minutes = 10080
	offsets.topic.compression.codec = 0
	offsets.topic.num.partitions = 50
	offsets.topic.replication.factor = 1
	offsets.topic.segment.bytes = 104857600
	password.encoder.cipher.algorithm = AES/CBC/PKCS5Padding
	password.encoder.iterations = 4096
	password.encoder.key.length = 128
	password.encoder.keyfactory.algorithm = null
	password.encoder.old.secret = null
	password.encoder.secret = null
	principal.builder.class = class org.apache.kafka.common.security.authenticator.DefaultKafkaPrincipalBuilder
	process.roles = []
	producer.purgatory.purge.interval.requests = 1000
	queued.max.request.bytes = -1
	queued.max.requests = 500
	quota.window.num = 11
	quota.window.size.seconds = 1
	remote.log.index.file.cache.total.size.bytes = 1073741824
	remote.log.manager.task.interval.ms = 30000
	remote.log.manager.task.retry.backoff.max.ms = 30000
	remote.log.manager.task.retry.backoff.ms = 500
	remote.log.manager.task.retry.jitter = 0.2
	remote.log.manager.thread.pool.size = 10
	remote.log.metadata.manager.class.name = null
	remote.log.metadata.manager.class.path = null
	remote.log.metadata.manager.impl.prefix = null
	remote.log.metadata.manager.listener.name = null
	remote.log.reader.max.pending.tasks = 100
	remote.log.reader.threads = 10
	remote.log.storage.manager.class.name = null
	remote.log.storage.manager.class.path = null
	remote.log.storage.manager.impl.prefix = null
	remote.log.storage.system.enable = false
	replica.fetch.backoff.ms = 1000
	replica.fetch.max.bytes = 1048576
	replica.fetch.min.bytes = 1
	replica.fetch.response.max.bytes = 10485760
	replica.fetch.wait.max.ms = 500
	replica.high.watermark.checkpoint.interval.ms = 5000
	replica.lag.time.max.ms = 30000
	replica.selector.class = null
	replica.socket.receive.buffer.bytes = 65536
	replica.socket.timeout.ms = 30000
	replication.quota.window.num = 11
	replication.quota.window.size.seconds = 1
	request.timeout.ms = 30000
	reserved.broker.max.id = 1000
	sasl.client.callback.handler.class = null
	sasl.enabled.mechanisms = [GSSAPI]
	sasl.jaas.config = null
	sasl.kerberos.kinit.cmd = /usr/bin/kinit
	sasl.kerberos.min.time.before.relogin = 60000
	sasl.kerberos.principal.to.local.rules = [DEFAULT]
	sasl.kerberos.service.name = null
	sasl.kerberos.ticket.renew.jitter = 0.05
	sasl.kerberos.ticket.renew.window.factor = 0.8
	sasl.login.callback.handler.class = null
	sasl.login.class = null
	sasl.login.connect.timeout.ms = null
	sasl.login.read.timeout.ms = null
	sasl.login.refresh.buffer.seconds = 300
	sasl.login.refresh.min.period.seconds = 60
	sasl.login.refresh.window.factor = 0.8
	sasl.login.refresh.window.jitter = 0.05
	sasl.login.retry.backoff.max.ms = 10000
	sasl.login.retry.backoff.ms = 100
	sasl.mechanism.controller.protocol = GSSAPI
	sasl.mechanism.inter.broker.protocol = GSSAPI
	sasl.oauthbearer.clock.skew.seconds = 30
	sasl.oauthbearer.expected.audience = null
	sasl.oauthbearer.expected.issuer = null
	sasl.oauthbearer.jwks.endpoint.refresh.ms = 3600000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms = 10000
	sasl.oauthbearer.jwks.endpoint.retry.backoff.ms = 100
	sasl.oauthbearer.jwks.endpoint.url = null
	sasl.oauthbearer.scope.claim.name = scope
	sasl.oauthbearer.sub.claim.name = sub
	sasl.oauthbearer.token.endpoint.url = null
	sasl.server.callback.handler.class = null
	security.inter.broker.protocol = PLAINTEXT
	security.providers = null
	socket.connection.setup.timeout.max.ms = 30000
	socket.connection.setup.timeout.ms = 10000
	socket.receive.buffer.bytes = 102400
	socket.request.max.bytes = 104857600
	socket.send.buffer.bytes = 102400
	ssl.cipher.suites = []
	ssl.client.auth = none
	ssl.enabled.protocols = [TLSv1.2, TLSv1.3]
	ssl.endpoint.identification.algorithm = https
	ssl.engine.factory.class = null
	ssl.key.password = null
	ssl.keymanager.algorithm = SunX509
	ssl.keystore.certificate.chain = null
	ssl.keystore.key = null
	ssl.keystore.location = null
	ssl.keystore.password = null
	ssl.keystore.type = JKS
	ssl.principal.mapping.rules = DEFAULT
	ssl.protocol = TLSv1.3
	ssl.provider = null
	ssl.secure.random.implementation = null
	ssl.trustmanager.algorithm = PKIX
	ssl.truststore.certificates = null
	ssl.truststore.location = null
	ssl.truststore.password = null
	ssl.truststore.type = JKS
	transaction.abort.timed.out.transaction.cleanup.interval.ms = 10000
	transaction.max.timeout.ms = 900000
	transaction.remove.expired.transaction.cleanup.interval.ms = 3600000
	transaction.state.log.load.buffer.size = 5242880
	transaction.state.log.min.isr = 1
	transaction.state.log.num.partitions = 50
	transaction.state.log.replication.factor = 1
	transaction.state.log.segment.bytes = 104857600
	transactional.id.expiration.ms = 604800000
	unclean.leader.election.enable = false
	zookeeper.clientCnxnSocket = null
	zookeeper.connect = localhost:2181
	zookeeper.connection.timeout.ms = 18000
	zookeeper.max.in.flight.requests = 10
	zookeeper.session.timeout.ms = 18000
	zookeeper.set.acl = false
	zookeeper.ssl.cipher.suites = null
	zookeeper.ssl.client.enable = false
	zookeeper.ssl.crl.enable = false
	zookeeper.ssl.enabled.protocols = null
	zookeeper.ssl.endpoint.identification.algorithm = HTTPS
	zookeeper.ssl.keystore.location = null
	zookeeper.ssl.keystore.password = null
	zookeeper.ssl.keystore.type = null
	zookeeper.ssl.ocsp.enable = false
	zookeeper.ssl.protocol = TLSv1.2
	zookeeper.ssl.truststore.location = null
	zookeeper.ssl.truststore.password = null
	zookeeper.ssl.truststore.type = null
	zookeeper.sync.time.ms = 2000
 (kafka.server.KafkaConfig)
[2022-04-12 08:39:19,583] INFO [ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
[2022-04-12 08:39:19,584] INFO [ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
[2022-04-12 08:39:19,585] INFO [ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
[2022-04-12 08:39:19,587] INFO [ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
[2022-04-12 08:39:19,636] INFO Loading logs from log dirs ArraySeq(/tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,641] INFO Skipping recovery for all logs in /tmp/kafka-logs since clean shutdown file was found (kafka.log.LogManager)
[2022-04-12 08:39:19,764] INFO [LogLoader partition=post_updateuserprofile-0, dir=/tmp/kafka-logs] Loading producer state till offset 6 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,765] INFO [LogLoader partition=post_updateuserprofile-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 6 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,766] INFO [ProducerStateManager partition=post_updateuserprofile-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/post_updateuserprofile-0/00000000000000000006.snapshot,6)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,776] INFO [LogLoader partition=post_updateuserprofile-0, dir=/tmp/kafka-logs] Producer state recovery took 11ms for snapshot load and 0ms for segment recovery from offset 6 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,798] INFO Completed load of Log(dir=/tmp/kafka-logs/post_updateuserprofile-0, topicId=gxVcDkiOT-6Wwgsuv2EIAA, topic=post_updateuserprofile, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=6) with 1 segments in 139ms (1/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,815] INFO [LogLoader partition=post_signup-0, dir=/tmp/kafka-logs] Loading producer state till offset 46 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,815] INFO [LogLoader partition=post_signup-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 46 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,816] INFO [ProducerStateManager partition=post_signup-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/post_signup-0/00000000000000000046.snapshot,46)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,817] INFO [LogLoader partition=post_signup-0, dir=/tmp/kafka-logs] Producer state recovery took 1ms for snapshot load and 0ms for segment recovery from offset 46 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,821] INFO Completed load of Log(dir=/tmp/kafka-logs/post_signup-0, topicId=igFobqmBTdKEV28clALLZA, topic=post_signup, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=46) with 1 segments in 23ms (2/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,839] INFO [LogLoader partition=response_topic-0, dir=/tmp/kafka-logs] Loading producer state till offset 43 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,839] INFO [LogLoader partition=response_topic-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 43 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,839] INFO [ProducerStateManager partition=response_topic-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/response_topic-0/00000000000000000043.snapshot,43)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,841] INFO [LogLoader partition=response_topic-0, dir=/tmp/kafka-logs] Producer state recovery took 1ms for snapshot load and 0ms for segment recovery from offset 43 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,844] INFO Completed load of Log(dir=/tmp/kafka-logs/response_topic-0, topicId=pJ5dNAnDTdmnZbleL2g3lg, topic=response_topic, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=43) with 1 segments in 23ms (3/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,865] INFO [LogLoader partition=post_mypurchase-0, dir=/tmp/kafka-logs] Loading producer state till offset 8 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,865] INFO [LogLoader partition=post_mypurchase-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 8 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,865] INFO [ProducerStateManager partition=post_mypurchase-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/post_mypurchase-0/00000000000000000008.snapshot,8)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,867] INFO [LogLoader partition=post_mypurchase-0, dir=/tmp/kafka-logs] Producer state recovery took 2ms for snapshot load and 0ms for segment recovery from offset 8 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,870] INFO Completed load of Log(dir=/tmp/kafka-logs/post_mypurchase-0, topicId=Q60vFJ6WSrKCzYn5QxGpag, topic=post_mypurchase, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=8) with 1 segments in 26ms (4/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,887] INFO [LogLoader partition=post_cartsavetodb-0, dir=/tmp/kafka-logs] Loading producer state till offset 5 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,888] INFO [LogLoader partition=post_cartsavetodb-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 5 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,888] INFO [ProducerStateManager partition=post_cartsavetodb-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/post_cartsavetodb-0/00000000000000000005.snapshot,5)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,889] INFO [LogLoader partition=post_cartsavetodb-0, dir=/tmp/kafka-logs] Producer state recovery took 1ms for snapshot load and 0ms for segment recovery from offset 5 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,893] INFO Completed load of Log(dir=/tmp/kafka-logs/post_cartsavetodb-0, topicId=hiiL7rzETeCznB7YWMwEgg, topic=post_cartsavetodb, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=5) with 1 segments in 22ms (5/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,912] INFO [LogLoader partition=post_book-0, dir=/tmp/kafka-logs] Loading producer state till offset 10 with message format version 2 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,912] INFO [LogLoader partition=post_book-0, dir=/tmp/kafka-logs] Reloading from producer snapshot and rebuilding producer state from offset 10 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,912] INFO [ProducerStateManager partition=post_book-0] Loading producer state from snapshot file 'SnapshotFile(/tmp/kafka-logs/post_book-0/00000000000000000010.snapshot,10)' (kafka.log.ProducerStateManager)
[2022-04-12 08:39:19,914] INFO [LogLoader partition=post_book-0, dir=/tmp/kafka-logs] Producer state recovery took 2ms for snapshot load and 0ms for segment recovery from offset 10 (kafka.log.UnifiedLog$)
[2022-04-12 08:39:19,917] INFO Completed load of Log(dir=/tmp/kafka-logs/post_book-0, topicId=ESKdjNrPSSSKF_jC7rnTWA, topic=post_book, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=10) with 1 segments in 24ms (6/6 loaded in /tmp/kafka-logs) (kafka.log.LogManager)
[2022-04-12 08:39:19,919] INFO Loaded 6 logs in 283ms. (kafka.log.LogManager)
[2022-04-12 08:39:19,920] INFO Starting log cleanup with a period of 300000 ms. (kafka.log.LogManager)
[2022-04-12 08:39:19,921] INFO Starting log flusher with a default period of 9223372036854775807 ms. (kafka.log.LogManager)
[2022-04-12 08:39:20,444] INFO [BrokerToControllerChannelManager broker=0 name=forwarding]: Starting (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:20,578] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
[2022-04-12 08:39:20,582] INFO Awaiting socket connections on 0.0.0.0:9092. (kafka.network.Acceptor)
[2022-04-12 08:39:20,607] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Created data-plane acceptor and processors for endpoint : ListenerName(PLAINTEXT) (kafka.network.SocketServer)
[2022-04-12 08:39:20,614] INFO [BrokerToControllerChannelManager broker=0 name=alterIsr]: Starting (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:20,633] INFO [ExpirationReaper-0-Produce]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,634] INFO [ExpirationReaper-0-Fetch]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,635] INFO [ExpirationReaper-0-DeleteRecords]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,636] INFO [ExpirationReaper-0-ElectLeader]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,650] INFO [LogDirFailureHandler]: Starting (kafka.server.ReplicaManager$LogDirFailureHandler)
[2022-04-12 08:39:20,694] INFO Creating /brokers/ids/0 (is it secure? false) (kafka.zk.KafkaZkClient)
[2022-04-12 08:39:20,722] INFO Stat of the created znode at /brokers/ids/0 is: 18681,18681,1649777960705,1649777960705,1,0,0,72103450282098688,200,0,18681
 (kafka.zk.KafkaZkClient)
[2022-04-12 08:39:20,723] INFO Registered broker 0 at path /brokers/ids/0 with addresses: PLAINTEXT://10.0.0.6:9092, czxid (broker epoch): 18681 (kafka.zk.KafkaZkClient)
[2022-04-12 08:39:20,797] INFO [ExpirationReaper-0-topic]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,803] INFO [ExpirationReaper-0-Heartbeat]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,804] INFO [ExpirationReaper-0-Rebalance]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,835] INFO [GroupCoordinator 0]: Starting up. (kafka.coordinator.group.GroupCoordinator)
[2022-04-12 08:39:20,840] INFO [GroupCoordinator 0]: Startup complete. (kafka.coordinator.group.GroupCoordinator)
[2022-04-12 08:39:20,861] INFO [TransactionCoordinator id=0] Starting up. (kafka.coordinator.transaction.TransactionCoordinator)
[2022-04-12 08:39:20,864] INFO [Transaction Marker Channel Manager 0]: Starting (kafka.coordinator.transaction.TransactionMarkerChannelManager)
[2022-04-12 08:39:20,864] INFO [TransactionCoordinator id=0] Startup complete. (kafka.coordinator.transaction.TransactionCoordinator)
[2022-04-12 08:39:20,901] INFO [ExpirationReaper-0-AlterAcls]: Starting (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:20,921] INFO [/config/changes-event-process-thread]: Starting (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
[2022-04-12 08:39:20,955] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Starting socket server acceptors and processors (kafka.network.SocketServer)
[2022-04-12 08:39:20,959] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Started data-plane acceptor and processor(s) for endpoint : ListenerName(PLAINTEXT) (kafka.network.SocketServer)
[2022-04-12 08:39:20,959] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Started socket server acceptors and processors (kafka.network.SocketServer)
[2022-04-12 08:39:20,968] INFO Kafka version: 3.1.0 (org.apache.kafka.common.utils.AppInfoParser)
[2022-04-12 08:39:20,971] INFO Kafka commitId: 37edeed0777bacb3 (org.apache.kafka.common.utils.AppInfoParser)
[2022-04-12 08:39:20,971] INFO Kafka startTimeMs: 1649777960959 (org.apache.kafka.common.utils.AppInfoParser)
[2022-04-12 08:39:20,972] INFO [KafkaServer id=0] started (kafka.server.KafkaServer)
[2022-04-12 08:39:21,016] INFO [ReplicaFetcherManager on broker 0] Removed fetcher for partitions HashSet(response_topic-0, post_mypurchase-0, post_cartsavetodb-0, post_book-0, post_updateuserprofile-0, post_signup-0) (kafka.server.ReplicaFetcherManager)
[2022-04-12 08:39:21,018] INFO [BrokerToControllerChannelManager broker=0 name=alterIsr]: Recorded new controller, from now on will use broker 10.0.0.6:9092 (id: 0 rack: null) (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:21,031] INFO [Partition response_topic-0 broker=0] Log loaded for partition response_topic-0 with initial high watermark 43 (kafka.cluster.Partition)
[2022-04-12 08:39:21,037] INFO [Partition post_cartsavetodb-0 broker=0] Log loaded for partition post_cartsavetodb-0 with initial high watermark 5 (kafka.cluster.Partition)
[2022-04-12 08:39:21,038] INFO [Partition post_mypurchase-0 broker=0] Log loaded for partition post_mypurchase-0 with initial high watermark 8 (kafka.cluster.Partition)
[2022-04-12 08:39:21,038] INFO [Partition post_signup-0 broker=0] Log loaded for partition post_signup-0 with initial high watermark 46 (kafka.cluster.Partition)
[2022-04-12 08:39:21,039] INFO [Partition post_updateuserprofile-0 broker=0] Log loaded for partition post_updateuserprofile-0 with initial high watermark 6 (kafka.cluster.Partition)
[2022-04-12 08:39:21,039] INFO [Partition post_book-0 broker=0] Log loaded for partition post_book-0 with initial high watermark 10 (kafka.cluster.Partition)
[2022-04-12 08:39:21,055] INFO [BrokerToControllerChannelManager broker=0 name=forwarding]: Recorded new controller, from now on will use broker 10.0.0.6:9092 (id: 0 rack: null) (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:27,195] INFO Terminating process due to signal SIGINT (org.apache.kafka.common.utils.LoggingSignalHandler)
[2022-04-12 08:39:27,196] INFO [KafkaServer id=0] shutting down (kafka.server.KafkaServer)
[2022-04-12 08:39:27,197] INFO [KafkaServer id=0] Starting controlled shutdown (kafka.server.KafkaServer)
[2022-04-12 08:39:27,212] INFO [KafkaServer id=0] Controlled shutdown request returned successfully after 11ms (kafka.server.KafkaServer)
[2022-04-12 08:39:27,219] INFO [/config/changes-event-process-thread]: Shutting down (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
[2022-04-12 08:39:27,219] INFO [/config/changes-event-process-thread]: Shutdown completed (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
[2022-04-12 08:39:27,219] INFO [/config/changes-event-process-thread]: Stopped (kafka.common.ZkNodeChangeNotificationListener$ChangeEventProcessThread)
[2022-04-12 08:39:27,220] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Stopping socket server request processors (kafka.network.SocketServer)
[2022-04-12 08:39:27,229] INFO [SocketServer listenerType=ZK_BROKER, nodeId=0] Stopped socket server request processors (kafka.network.SocketServer)
[2022-04-12 08:39:27,230] INFO [data-plane Kafka Request Handler on Broker 0], shutting down (kafka.server.KafkaRequestHandlerPool)
[2022-04-12 08:39:27,231] INFO [data-plane Kafka Request Handler on Broker 0], shut down completely (kafka.server.KafkaRequestHandlerPool)
[2022-04-12 08:39:27,234] INFO [ExpirationReaper-0-AlterAcls]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,391] INFO [ExpirationReaper-0-AlterAcls]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,391] INFO [ExpirationReaper-0-AlterAcls]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,392] INFO [KafkaApi-0] Shutdown complete. (kafka.server.KafkaApis)
[2022-04-12 08:39:27,393] INFO [ExpirationReaper-0-topic]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,474] INFO [ExpirationReaper-0-topic]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,474] INFO [ExpirationReaper-0-topic]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,476] INFO [TransactionCoordinator id=0] Shutting down. (kafka.coordinator.transaction.TransactionCoordinator)
[2022-04-12 08:39:27,476] INFO [Transaction State Manager 0]: Shutdown complete (kafka.coordinator.transaction.TransactionStateManager)
[2022-04-12 08:39:27,476] INFO [Transaction Marker Channel Manager 0]: Shutting down (kafka.coordinator.transaction.TransactionMarkerChannelManager)
[2022-04-12 08:39:27,477] INFO [Transaction Marker Channel Manager 0]: Stopped (kafka.coordinator.transaction.TransactionMarkerChannelManager)
[2022-04-12 08:39:27,477] INFO [Transaction Marker Channel Manager 0]: Shutdown completed (kafka.coordinator.transaction.TransactionMarkerChannelManager)
[2022-04-12 08:39:27,478] INFO [TransactionCoordinator id=0] Shutdown complete. (kafka.coordinator.transaction.TransactionCoordinator)
[2022-04-12 08:39:27,478] INFO [GroupCoordinator 0]: Shutting down. (kafka.coordinator.group.GroupCoordinator)
[2022-04-12 08:39:27,479] INFO [ExpirationReaper-0-Heartbeat]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,674] INFO [ExpirationReaper-0-Heartbeat]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,674] INFO [ExpirationReaper-0-Heartbeat]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,675] INFO [ExpirationReaper-0-Rebalance]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,688] INFO [ExpirationReaper-0-Rebalance]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,688] INFO [ExpirationReaper-0-Rebalance]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,689] INFO [GroupCoordinator 0]: Shutdown complete. (kafka.coordinator.group.GroupCoordinator)
[2022-04-12 08:39:27,689] INFO [ReplicaManager broker=0] Shutting down (kafka.server.ReplicaManager)
[2022-04-12 08:39:27,690] INFO [LogDirFailureHandler]: Shutting down (kafka.server.ReplicaManager$LogDirFailureHandler)
[2022-04-12 08:39:27,690] INFO [LogDirFailureHandler]: Stopped (kafka.server.ReplicaManager$LogDirFailureHandler)
[2022-04-12 08:39:27,690] INFO [LogDirFailureHandler]: Shutdown completed (kafka.server.ReplicaManager$LogDirFailureHandler)
[2022-04-12 08:39:27,690] INFO [ReplicaFetcherManager on broker 0] shutting down (kafka.server.ReplicaFetcherManager)
[2022-04-12 08:39:27,692] INFO [ReplicaFetcherManager on broker 0] shutdown completed (kafka.server.ReplicaFetcherManager)
[2022-04-12 08:39:27,693] INFO [ReplicaAlterLogDirsManager on broker 0] shutting down (kafka.server.ReplicaAlterLogDirsManager)
[2022-04-12 08:39:27,693] INFO [ReplicaAlterLogDirsManager on broker 0] shutdown completed (kafka.server.ReplicaAlterLogDirsManager)
[2022-04-12 08:39:27,693] INFO [ExpirationReaper-0-Fetch]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,713] INFO [ExpirationReaper-0-Fetch]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,713] INFO [ExpirationReaper-0-Fetch]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,713] INFO [ExpirationReaper-0-Produce]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,913] INFO [ExpirationReaper-0-Produce]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,913] INFO [ExpirationReaper-0-Produce]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:27,913] INFO [ExpirationReaper-0-DeleteRecords]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,114] INFO [ExpirationReaper-0-DeleteRecords]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,114] INFO [ExpirationReaper-0-DeleteRecords]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,115] INFO [ExpirationReaper-0-ElectLeader]: Shutting down (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,320] INFO [ExpirationReaper-0-ElectLeader]: Stopped (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,320] INFO [ExpirationReaper-0-ElectLeader]: Shutdown completed (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
[2022-04-12 08:39:28,333] INFO [ReplicaManager broker=0] Shut down completely (kafka.server.ReplicaManager)
[2022-04-12 08:39:28,334] INFO [BrokerToControllerChannelManager broker=0 name=alterIsr]: Shutting down (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:28,334] INFO [BrokerToControllerChannelManager broker=0 name=alterIsr]: Stopped (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:28,334] INFO [BrokerToControllerChannelManager broker=0 name=alterIsr]: Shutdown completed (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:28,336] INFO Broker to controller channel manager for alterIsr shutdown (kafka.server.BrokerToControllerChannelManagerImpl)
[2022-04-12 08:39:28,336] INFO [BrokerToControllerChannelManager broker=0 name=forwarding]: Shutting down (kafka.server.BrokerToControllerRequestThread)
[2022-04-12 08:39:28,337] INFO [BrokerToControllerChannelManager broker=0 name=forwarding]: Stopped (kafka.server.BrokerToControllerRequestThread)
